"rootPath","scannedAt","relativePath","fileName","baseName","fullPath","extension","size","modifiedAt"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\115 (COWBOY STRUT- COUNTRY AS CAN BE) - Christmas (Baby Please Come Home).mp3","115 (COWBOY STRUT- COUNTRY AS CAN BE) - Christmas (Baby Please Come Home).mp3","115 (COWBOY STRUT- COUNTRY AS CAN BE) - Christmas (Baby Please Come Home)","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\115 (COWBOY STRUT- COUNTRY AS CAN BE) - Christmas (Baby Please Come Home).mp3",".mp3","7734515","2025-03-03T19:19:44.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\127 (CRAZY SONG) What A Song Can Do.mp4","127 (CRAZY SONG) What A Song Can Do.mp4","127 (CRAZY SONG) What A Song Can Do","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\127 (CRAZY SONG) What A Song Can Do.mp4",".mp4","8296146","2025-03-03T19:20:06.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\154 (ELECTRIC SLIDE) Achy Breaky Heart.mp4","154 (ELECTRIC SLIDE) Achy Breaky Heart.mp4","154 (ELECTRIC SLIDE) Achy Breaky Heart","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\154 (ELECTRIC SLIDE) Achy Breaky Heart.mp4",".mp4","7531015","2025-03-03T19:20:22.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\167 (FIRST STOMP) Old Pop in an Oak.mp4","167 (FIRST STOMP) Old Pop in an Oak.mp4","167 (FIRST STOMP) Old Pop in an Oak","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\167 (FIRST STOMP) Old Pop in an Oak.mp4",".mp4","8173864","2025-03-03T19:20:28.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\228 (IRISH STEW) Cowboy Yodel Song.mp4","228 (IRISH STEW) Cowboy Yodel Song.mp4","228 (IRISH STEW) Cowboy Yodel Song","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\228 (IRISH STEW) Cowboy Yodel Song.mp4",".mp4","5676576","2025-03-03T19:20:30.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\229 (IRISH STEW) Cowboy's Sweetheart.mp4","229 (IRISH STEW) Cowboy's Sweetheart.mp4","229 (IRISH STEW) Cowboy's Sweetheart","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\229 (IRISH STEW) Cowboy's Sweetheart.mp4",".mp4","5465390","2025-03-03T19:20:30.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\231 (IRISH STEW) The Merry Christmas Polka.mp4","231 (IRISH STEW) The Merry Christmas Polka.mp4","231 (IRISH STEW) The Merry Christmas Polka","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\231 (IRISH STEW) The Merry Christmas Polka.mp4",".mp4","5352548","2025-03-03T19:20:32.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\266 (LONELY DRUM) Lonely Drum.mp4","266 (LONELY DRUM) Lonely Drum.mp4","266 (LONELY DRUM) Lonely Drum","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\266 (LONELY DRUM) Lonely Drum.mp4",".mp4","7980708","2025-03-03T19:20:32.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\429 (TUSH PUSH) Splish Splash.mp4","429 (TUSH PUSH) Splish Splash.mp4","429 (TUSH PUSH) Splish Splash","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\429 (TUSH PUSH) Splish Splash.mp4",".mp4","6737903","2025-03-03T19:21:34.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\439 (WALKING THE LINE) 4th of July.mp4","439 (WALKING THE LINE) 4th of July.mp4","439 (WALKING THE LINE) 4th of July","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\439 (WALKING THE LINE) 4th of July.mp4",".mp4","10213789","2025-03-03T19:21:34.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\443 (WALKING THE LINE) Wild Angels.mp4","443 (WALKING THE LINE) Wild Angels.mp4","443 (WALKING THE LINE) Wild Angels","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\443 (WALKING THE LINE) Wild Angels.mp4",".mp4","8733098","2025-03-03T19:21:36.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\448 (WE WENT) We Went.mp4","448 (WE WENT) We Went.mp4","448 (WE WENT) We Went","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\448 (WE WENT) We Went.mp4",".mp4","6804723","2025-03-03T19:21:36.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\455 (WHEN YOU SMILE) When You Smile.mp4","455 (WHEN YOU SMILE) When You Smile.mp4","455 (WHEN YOU SMILE) When You Smile","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\455 (WHEN YOU SMILE) When You Smile.mp4",".mp4","7576366","2025-03-03T19:22:30.000Z"
"C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY","2026-08-11T13:06:09.480Z","1BASE\469 (YES!) Yes!.mp4","469 (YES!) Yes!.mp4","469 (YES!) Yes!","C:\Users\Luca\Music\MUSICA DJ MONSTER LUCAS BERRY\1BASE\469 (YES!) Yes!.mp4",".mp4","7355735","2025-03-03T19:22:30.000Z"
