value,,,,
Bivalente 10A,,,,
Bivalente 16A,,,,
Bivalente 10/16A,,,,
CEE (industriale) 220V 16A 2P+T,,,,
CEE (industriale) 220V 16A 3P+T,,,,
CEE (industriale) 220V 16A 3P+N+T,,,,
CEE (industriale) 380V 16A 2P+T,,,,
CEE (industriale) 380V 16A 3P+T,,,,
CEE (industriale) 380V 16A 3P+N+T,,,,
