"rootPath","scannedAt","relativePath","fileName","baseName","fullPath","extension","size","modifiedAt"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","06 167 (FIRST STOMP) Old Pop in an Oak.mp3","06 167 (FIRST STOMP) Old Pop in an Oak.mp3","06 167 (FIRST STOMP) Old Pop in an Oak","C:\VSC_MP3\06 167 (FIRST STOMP) Old Pop in an Oak.mp3",".mp3","5116153","2026-08-25T11:41:59.113Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","07 050 (BLACK COFFEE) Some Town Somewhere.mp3","07 050 (BLACK COFFEE) Some Town Somewhere.mp3","07 050 (BLACK COFFEE) Some Town Somewhere","C:\VSC_MP3\07 050 (BLACK COFFEE) Some Town Somewhere.mp3",".mp3","4121828","2026-08-25T11:41:59.144Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","08 078 (CHANGING DANCE - BARN DANCE) Dance the Night Away.mp3","08 078 (CHANGING DANCE - BARN DANCE) Dance the Night Away.mp3","08 078 (CHANGING DANCE - BARN DANCE) Dance the Night Away","C:\VSC_MP3\08 078 (CHANGING DANCE - BARN DANCE) Dance the Night Away.mp3",".mp3","6304202","2026-08-25T11:41:59.194Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","08 429 (TUSH PUSH) Splish Splash.mp3","08 429 (TUSH PUSH) Splish Splash.mp3","08 429 (TUSH PUSH) Splish Splash","C:\VSC_MP3\08 429 (TUSH PUSH) Splish Splash.mp3",".mp3","4434044","2026-08-25T11:41:59.231Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","09 093 (CHEYENNE) The Big One.mp3","09 093 (CHEYENNE) The Big One.mp3","09 093 (CHEYENNE) The Big One","C:\VSC_MP3\09 093 (CHEYENNE) The Big One.mp3",".mp3","3072333","2026-08-25T11:41:59.258Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","12 154 (ELECTRIC SLIDE) Achy Breaky Heart.mp3","12 154 (ELECTRIC SLIDE) Achy Breaky Heart.mp3","12 154 (ELECTRIC SLIDE) Achy Breaky Heart","C:\VSC_MP3\12 154 (ELECTRIC SLIDE) Achy Breaky Heart.mp3",".mp3","4924937","2026-08-25T11:41:59.299Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","15 231 (IRISH STEW) The Merry Christmas Polka.mp3","15 231 (IRISH STEW) The Merry Christmas Polka.mp3","15 231 (IRISH STEW) The Merry Christmas Polka","C:\VSC_MP3\15 231 (IRISH STEW) The Merry Christmas Polka.mp3",".mp3","3367621","2026-08-25T11:41:59.328Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","16 503 (HOUSE OF MAMBOO) The House of Bamboo.mp3","16 503 (HOUSE OF MAMBOO) The House of Bamboo.mp3","16 503 (HOUSE OF MAMBOO) The House of Bamboo","C:\VSC_MP3\16 503 (HOUSE OF MAMBOO) The House of Bamboo.mp3",".mp3","3064810","2026-08-25T11:41:59.355Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","2-06 037 (BEER FOR MY HORSES) Beer for My Horses (feat. Willie Nelson).mp3","2-06 037 (BEER FOR MY HORSES) Beer for My Horses (feat. Willie Nelson).mp3","2-06 037 (BEER FOR MY HORSES) Beer for My Horses (feat. Willie Nelson)","C:\VSC_MP3\2-06 037 (BEER FOR MY HORSES) Beer for My Horses (feat. Willie Nelson).mp3",".mp3","5078537","2026-08-25T11:41:58.962Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","212 (HEEL AND TOE POLKA) Barn Dance Music.mp3","212 (HEEL AND TOE POLKA) Barn Dance Music.mp3","212 (HEEL AND TOE POLKA) Barn Dance Music","C:\VSC_MP3\212 (HEEL AND TOE POLKA) Barn Dance Music.mp3",".mp3","5292393","2026-08-25T11:41:59.442Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","532 (ELETTRIC SLIDE) Clay Walker - Rumor Has It.mp3","532 (ELETTRIC SLIDE) Clay Walker - Rumor Has It.mp3","532 (ELETTRIC SLIDE) Clay Walker - Rumor Has It","C:\VSC_MP3\532 (ELETTRIC SLIDE) Clay Walker - Rumor Has It.mp3",".mp3","5323532","2026-08-25T11:41:59.483Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","549 (CHEYENNE) Drunken Sailor Malinda feat. Bobby Waters.mp3","549 (CHEYENNE) Drunken Sailor Malinda feat. Bobby Waters.mp3","549 (CHEYENNE) Drunken Sailor Malinda feat. Bobby Waters","C:\VSC_MP3\549 (CHEYENNE) Drunken Sailor Malinda feat. Bobby Waters.mp3",".mp3","3902400","2026-08-25T11:41:59.514Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","566 (COUNTRY AS CAN BE) Hooked on Country Music.mp3","566 (COUNTRY AS CAN BE) Hooked on Country Music.mp3","566 (COUNTRY AS CAN BE) Hooked on Country Music","C:\VSC_MP3\566 (COUNTRY AS CAN BE) Hooked on Country Music.mp3",".mp3","5382602","2026-08-25T11:41:59.556Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","CADILLAC TEARS - Kevin Denney.mp3","CADILLAC TEARS - Kevin Denney.mp3","CADILLAC TEARS - Kevin Denney","C:\VSC_MP3\CADILLAC TEARS - Kevin Denney.mp3",".mp3","2962334","2026-08-25T11:41:59.585Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","CHANGING DANCE - ALLYOU EVER DO IS BRING ME DOWN - The Mavericks.mp3","CHANGING DANCE - ALLYOU EVER DO IS BRING ME DOWN - The Mavericks.mp3","CHANGING DANCE - ALLYOU EVER DO IS BRING ME DOWN - The Mavericks","C:\VSC_MP3\CHANGING DANCE - ALLYOU EVER DO IS BRING ME DOWN - The Mavericks.mp3",".mp3","4548595","2026-08-25T11:41:59.618Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","CHEYENNE - UP - Shania Twain.mp3","CHEYENNE - UP - Shania Twain.mp3","CHEYENNE - UP - Shania Twain","C:\VSC_MP3\CHEYENNE - UP - Shania Twain.mp3",".mp3","2814858","2026-08-25T11:41:59.647Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","Feliz Navidad- Jose Feliciano lyrics [HQ].mp3","Feliz Navidad- Jose Feliciano lyrics [HQ].mp3","Feliz Navidad- Jose Feliciano lyrics [HQ]","C:\VSC_MP3\Feliz Navidad- Jose Feliciano lyrics [HQ].mp3",".mp3","4576321","2026-08-25T11:41:59.685Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","LORD HAVE MERCY ON A COUNTRY BOY - Josh Turner.mp3","LORD HAVE MERCY ON A COUNTRY BOY - Josh Turner.mp3","LORD HAVE MERCY ON A COUNTRY BOY - Josh Turner","C:\VSC_MP3\LORD HAVE MERCY ON A COUNTRY BOY - Josh Turner.mp3",".mp3","3780234","2026-08-25T11:41:59.719Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","Original GhostBusters Theme Song.mp3","Original GhostBusters Theme Song.mp3","Original GhostBusters Theme Song","C:\VSC_MP3\Original GhostBusters Theme Song.mp3",".mp3","9781443","2026-08-25T11:41:59.793Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","SOMEBODY TAKE ME HOME - Kenny Chesney.mp3","SOMEBODY TAKE ME HOME - Kenny Chesney.mp3","SOMEBODY TAKE ME HOME - Kenny Chesney","C:\VSC_MP3\SOMEBODY TAKE ME HOME - Kenny Chesney.mp3",".mp3","4237510","2026-08-25T11:41:59.829Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","TARANTELLA - Gabry Ponte, KEL.mp3","TARANTELLA - Gabry Ponte, KEL.mp3","TARANTELLA - Gabry Ponte, KEL","C:\VSC_MP3\TARANTELLA - Gabry Ponte, KEL.mp3",".mp3","2356144","2024-06-19T12:23:52.000Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","TSUNAMI - DVBBS & Borgeous (Original Mix).mp3","TSUNAMI - DVBBS & Borgeous (Original Mix).mp3","TSUNAMI - DVBBS & Borgeous (Original Mix)","C:\VSC_MP3\TSUNAMI - DVBBS & Borgeous (Original Mix).mp3",".mp3","3818737","2024-06-19T12:25:16.000Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","TUTTA L'ITALIA - Gabry Ponte.m4a","TUTTA L'ITALIA - Gabry Ponte.m4a","TUTTA L'ITALIA - Gabry Ponte","C:\VSC_MP3\TUTTA L'ITALIA - Gabry Ponte.m4a",".m4a","6539458","2025-06-26T12:21:56.000Z"
"C:\VSC_MP3","2026-08-28T16:18:41.772Z","WALKING THE LINE - BLOWN AWAY - Carrie Underwood.mp3","WALKING THE LINE - BLOWN AWAY - Carrie Underwood.mp3","WALKING THE LINE - BLOWN AWAY - Carrie Underwood","C:\VSC_MP3\WALKING THE LINE - BLOWN AWAY - Carrie Underwood.mp3",".mp3","5825744","2026-08-25T11:41:59.873Z"
