Codice Regione,Codice Città Metropolitana,Codice Provincia (1),Progressivo del Comune (2),Codice Comune formato alfanumerico,Denominazione in italiano,Denominazione altra lingua,Codice Ripartizione Geografica,Ripartizione geografica,Denominazione regione,Denominazione Città metropolitana,Denominazione provincia,Flag Comune capoluogo di provincia,Sigla automobilistica,Codice Comune formato numerico,Codice Comune numerico con 110 province (dal 2010 al 2016),Codice Comune numerico con 107 province (dal 2006 al 2009),Codice Comune numerico con 103 province (dal 1995 al 2005),Codice Catastale del comune,Popolazione legale 2011 (09/10/2011),Codice NUTS1 2010,Codice NUTS2 2010 (3) ,Codice NUTS3 2010,Codice NUTS1 2006,Codice NUTS2 2006 (3),Codice NUTS3 2006
03,-,012, 001 ,012001,Agra,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12001,12001,12001,12001,A085,379,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 002 ,012002,Albizzate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12002,12002,12002,12002,A167,5.292,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 003 ,012003,Angera,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12003,12003,12003,12003,A290,5.622,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 004 ,012004,Arcisate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12004,12004,12004,12004,A371,9.850,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 005 ,012005,Arsago Seprio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12005,12005,12005,12005,A441,4.845,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 006 ,012006,Azzate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12006,12006,12006,12006,A531,4.554,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 007 ,012007,Azzio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12007,12007,12007,12007,A532,802,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 008 ,012008,Barasso,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12008,12008,12008,12008,A619,1.710,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 009 ,012009,Bardello,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12009,12009,12009,12009,A645,1.550,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 010 ,012010,Bedero Valcuvia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12010,12010,12010,12010,A728,667,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 011 ,012011,Besano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12011,12011,12011,12011,A819,2.603,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 012 ,012012,Besnate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12012,12012,12012,12012,A825,5.464,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 013 ,012013,Besozzo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12013,12013,12013,12013,A826,8.994,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 014 ,012014,Biandronno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12014,12014,12014,12014,A845,3.285,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 015 ,012015,Bisuschio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12015,12015,12015,12015,A891,4.267,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 016 ,012016,Bodio Lomnago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12016,12016,12016,12016,A918,2.119,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 017 ,012017,Brebbia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12017,12017,12017,12017,B126,3.362,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 018 ,012018,Bregano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12018,12018,12018,12018,B131,839,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 019 ,012019,Brenta,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12019,12019,12019,12019,B150,1.798,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 020 ,012020,Brezzo di Bedero,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12020,12020,12020,12020,B166,1.185,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 021 ,012021,Brinzio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12021,12021,12021,12021,B182,873,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 022 ,012022,Brissago-Valtravaglia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12022,12022,12022,12022,B191,1.250,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 023 ,012023,Brunello,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12023,12023,12023,12023,B219,1.030,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 024 ,012024,Brusimpiano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12024,12024,12024,12024,B228,1.208,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 025 ,012025,Buguggiate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12025,12025,12025,12025,B258,3.115,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 026 ,012026,Busto Arsizio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12026,12026,12026,12026,B300,79.692,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 027 ,012027,Cadegliano-Viconago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12027,12027,12027,12027,B326,1.867,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 028 ,012028,Cadrezzate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12028,12028,12028,12028,B347,1.818,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 029 ,012029,Cairate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12029,12029,12029,12029,B368,7.830,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 030 ,012030,Cantello,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12030,12030,12030,12030,B634,4.569,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 031 ,012031,Caravate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12031,12031,12031,12031,B732,2.612,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 032 ,012032,Cardano al Campo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12032,12032,12032,12032,B754,14.136,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 033 ,012033,Carnago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12033,12033,12033,12033,B796,6.502,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 034 ,012034,Caronno Pertusella,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12034,12034,12034,12034,B805,16.397,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 035 ,012035,Caronno Varesino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12035,12035,12035,12035,B807,4.940,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 036 ,012036,Casale Litta,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12036,12036,12036,12036,B875,2.652,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 037 ,012037,Casalzuigno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12037,12037,12037,12037,B921,1.304,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 038 ,012038,Casciago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12038,12038,12038,12038,B949,3.865,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 039 ,012039,Casorate Sempione,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12039,12039,12039,12039,B987,5.726,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 040 ,012040,Cassano Magnago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12040,12040,12040,12040,C004,21.386,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 041 ,012041,Cassano Valcuvia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12041,12041,12041,12041,B999,665,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 042 ,012042,Castellanza,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12042,12042,12042,12042,C139,14.244,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 043 ,012043,Castello Cabiaglio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12043,12043,12043,12043,B312,530,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 044 ,012044,Castelseprio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12044,12044,12044,12044,C273,1.281,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 045 ,012045,Castelveccana,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12045,12045,12045,12045,C181,2.000,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 046 ,012046,Castiglione Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12046,12046,12046,12046,C300,7.836,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 047 ,012047,Castronno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12047,12047,12047,12047,C343,5.248,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 048 ,012048,Cavaria con Premezzo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12048,12048,12048,12048,C382,5.713,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 049 ,012049,Cazzago Brabbia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12049,12049,12049,12049,C409,828,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 050 ,012050,Cislago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12050,12050,12050,12050,C732,9.984,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 051 ,012051,Cittiglio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12051,12051,12051,12051,C751,3.972,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 052 ,012052,Clivio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12052,12052,12052,12052,C796,1.942,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 053 ,012053,Cocquio-Trevisago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12053,12053,12053,12053,C810,4.756,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 054 ,012054,Comabbio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12054,12054,12054,12054,C911,1.194,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 055 ,012055,Comerio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12055,12055,12055,12055,C922,2.616,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 056 ,012056,Cremenaga,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12056,12056,12056,12056,D144,768,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 057 ,012057,Crosio della Valle,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12057,12057,12057,12057,D185,611,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 058 ,012058,Cuasso al Monte,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12058,12058,12058,12058,D192,3.604,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 059 ,012059,Cugliate-Fabiasco,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12059,12059,12059,12059,D199,3.074,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 060 ,012060,Cunardo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12060,12060,12060,12060,D204,2.887,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 061 ,012061,Curiglia con Monteviasco,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12061,12061,12061,12061,D217,190,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 062 ,012062,Cuveglio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12062,12062,12062,12062,D238,3.397,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 063 ,012063,Cuvio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12063,12063,12063,12063,D239,1.698,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 064 ,012064,Daverio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12064,12064,12064,12064,D256,3.075,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 065 ,012065,Dumenza,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12065,12065,12065,12065,D384,1.433,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 066 ,012066,Duno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12066,12066,12066,12066,D385,159,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 067 ,012067,Fagnano Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12067,12067,12067,12067,D467,12.141,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 068 ,012068,Ferno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12068,12068,12068,12068,D543,6.786,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 069 ,012069,Ferrera di Varese,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12069,12069,12069,12069,D551,693,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 070 ,012070,Gallarate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12070,12070,12070,12070,D869,50.456,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 071 ,012071,Galliate Lombardo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12071,12071,12071,12071,D871,982,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 072 ,012072,Gavirate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12072,12072,12072,12072,D946,9.209,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 073 ,012073,Gazzada Schianno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12073,12073,12073,12073,D951,4.644,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 074 ,012074,Gemonio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12074,12074,12074,12074,D963,2.883,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 075 ,012075,Gerenzano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12075,12075,12075,12075,D981,10.411,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 076 ,012076,Germignaga,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12076,12076,12076,12076,D987,3.724,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 077 ,012077,Golasecca,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12077,12077,12077,12077,E079,2.653,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 078 ,012078,Gorla Maggiore,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12078,12078,12078,12078,E101,5.081,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 079 ,012079,Gorla Minore,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12079,12079,12079,12079,E102,8.398,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 080 ,012080,Gornate Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12080,12080,12080,12080,E104,2.227,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 081 ,012081,Grantola,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12081,12081,12081,12081,E144,1.271,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 082 ,012082,Inarzo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12082,12082,12082,12082,E292,1.073,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 083 ,012083,Induno Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12083,12083,12083,12083,E299,10.336,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 084 ,012084,Ispra,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12084,12084,12084,12084,E367,5.178,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 085 ,012085,Jerago con Orago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12085,12085,12085,12085,E386,5.084,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 086 ,012086,Lavena Ponte Tresa,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12086,12086,12086,12086,E494,5.414,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 087 ,012087,Laveno-Mombello,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12087,12087,12087,12087,E496,8.905,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 088 ,012088,Leggiuno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12088,12088,12088,12088,E510,3.571,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 089 ,012089,Lonate Ceppino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12089,12089,12089,12089,E665,4.860,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 090 ,012090,Lonate Pozzolo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12090,12090,12090,12090,E666,11.748,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 091 ,012091,Lozza,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12091,12091,12091,12091,E707,1.237,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 092 ,012092,Luino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12092,12092,12092,12092,E734,14.276,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 093 ,012093,Luvinate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12093,12093,12093,12093,E769,1.309,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 095 ,012095,Malgesso,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12095,12095,12095,12095,E856,1.298,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 096 ,012096,Malnate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12096,12096,12096,12096,E863,16.604,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 097 ,012097,Marchirolo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12097,12097,12097,12097,E929,3.381,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 098 ,012098,Marnate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12098,12098,12098,12098,E965,7.299,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 099 ,012099,Marzio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12099,12099,12099,12099,F002,303,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 100 ,012100,Masciago Primo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12100,12100,12100,12100,F007,290,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 101 ,012101,Mercallo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12101,12101,12101,12101,F134,1.827,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 102 ,012102,Mesenzana,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12102,12102,12102,12102,F154,1.486,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 103 ,012103,Montegrino Valtravaglia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12103,12103,12103,12103,F526,1.414,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 104 ,012104,Monvalle,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12104,12104,12104,12104,F703,1.944,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 105 ,012105,Morazzone,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12105,12105,12105,12105,F711,4.303,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 106 ,012106,Mornago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12106,12106,12106,12106,F736,4.834,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 107 ,012107,Oggiona con Santo Stefano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12107,12107,12107,12107,G008,4.295,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 108 ,012108,Olgiate Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12108,12108,12108,12108,G028,12.215,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 109 ,012109,Origgio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12109,12109,12109,12109,G103,7.416,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 110 ,012110,Orino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12110,12110,12110,12110,G105,840,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 111 ,012111,Osmate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12111,12111,12111,12111,E529,772,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 113 ,012113,Porto Ceresio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12113,12113,12113,12113,G906,3.001,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 114 ,012114,Porto Valtravaglia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12114,12114,12114,12114,G907,2.348,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 115 ,012115,Rancio Valcuvia,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12115,12115,12115,12115,H173,935,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 116 ,012116,Ranco,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12116,12116,12116,12116,H174,1.326,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 117 ,012117,Saltrio,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12117,12117,12117,12117,H723,3.013,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 118 ,012118,Samarate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12118,12118,12118,12118,H736,16.168,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 119 ,012119,Saronno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12119,12119,12119,12119,I441,38.598,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 120 ,012120,Sesto Calende,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12120,12120,12120,12120,I688,10.819,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 121 ,012121,Solbiate Arno,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12121,12121,12121,12121,I793,4.274,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 122 ,012122,Solbiate Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12122,12122,12122,12122,I794,5.579,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 123 ,012123,Somma Lombardo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12123,12123,12123,12123,I819,16.905,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 124 ,012124,Sumirago,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12124,12124,12124,12124,L003,6.254,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 125 ,012125,Taino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12125,12125,12125,12125,L032,3.762,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 126 ,012126,Ternate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12126,12126,12126,12126,L115,2.474,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 127 ,012127,Tradate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12127,12127,12127,12127,L319,17.729,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 128 ,012128,Travedona-Monate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12128,12128,12128,12128,L342,4.022,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 129 ,012129,Tronzano Lago Maggiore,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12129,12129,12129,12129,A705,254,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 130 ,012130,Uboldo,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12130,12130,12130,12130,L480,10.446,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 131 ,012131,Valganna,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12131,12131,12131,12131,L577,1.584,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 132 ,012132,Varano Borghi,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12132,12132,12132,12132,L671,2.418,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 133 ,012133,Varese,,1,Nord-ovest,Lombardia,-,Varese,1,VA,12133,12133,12133,12133,L682,79.793,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 134 ,012134,Vedano Olona,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12134,12134,12134,12134,L703,7.301,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 136 ,012136,Venegono Inferiore,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12136,12136,12136,12136,L733,6.238,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 137 ,012137,Venegono Superiore,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12137,12137,12137,12137,L734,7.180,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 138 ,012138,Vergiate,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12138,12138,12138,12138,L765,8.967,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 139 ,012139,Viggiù,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12139,12139,12139,12139,L876,5.207,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 140 ,012140,Vizzola Ticino,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12140,12140,12140,12140,M101,576,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 141 ,012141,Sangiano,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12141,12141,12141,12141,H872,1.536,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,012, 142 ,012142,Maccagno con Pino e Veddasca,,1,Nord-ovest,Lombardia,-,Varese,0,VA,12142,12142,12142,12142,M339,2.444,ITC,ITC4,ITC41,ITC,ITC4,ITC41
03,-,013, 003 ,013003,Albavilla,,1,Nord-ovest,Lombardia,-,Como,0,CO,13003,13003,13003,13003,A143,6.255,ITC,ITC4,ITC42,ITC,ITC4,ITC42
03,-,013, 004 ,013004,Albese con Cassano,,1,Nord-ovest,Lombardia,-,Como,0,CO,13004,13004,13004,13004,A153,4.164,ITC,ITC4,ITC42,ITC,ITC4,ITC42
03,-,013, 005 ,013005,Albiolo,,1,Nord-ovest,Lombardia,-,Como,0,CO,13005,13005,13005,13005,A164,2.679,ITC,ITC4,ITC42,ITC,ITC4,ITC42
